reactants,products,set
CSCC[C@H](NC(=O)c1cc(OC(Cc2cncn2C)c2nccs2)ccc1CCc1ccc(F)cc1)C(=O)OC(C)(C)C,CSCC[C@H](NC(=O)c1cc(OC(Cc2cncn2C)c2nccs2)ccc1CCc1ccc(F)cc1)C(=O)O,test
Nc1cccc2c(O)ccnc12.O=C(Cl)c1c(Cl)cccc1Cl,Nc1cccc2c(OC(=O)c3c(Cl)cccc3Cl)ccnc12,test
C#C[Mg+].CCCCC1(C=O)CCC1,C#CC(O)C1(CCCC)CCC1,test
COc1ccccc1NC(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4cncn4C)sc23)c(F)c1,Cn1cncc1-c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4O)cc3F)c2s1,test
C=CCC(C)(C(=O)OCC)c1ccccc1-c1noc2ccccc12,C=CCC(C)(C(=O)O)c1ccccc1-c1noc2ccccc12,test
COC(=O)c1cc(F)c(O)nc1Nc1ccc(F)cc1F.Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1,COC(=O)c1cc(F)c(OS(=O)(=O)c2c(C)cc(C)cc2C)nc1Nc1ccc(F)cc1F,test
COC(=O)c1sc2ncnc(Nc3ccc(F)cc3OC3CCOCC3)c2c1C.COCCN,COCCNC(=O)c1sc2ncnc(Nc3ccc(F)cc3OC3CCOCC3)c2c1C,test
COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1O.Clc1cncc(NCc2ccco2)n1,COc1cc(-c2cncc(NCc3ccco3)n2)ccc1O,test
O=C(O)c1cc(C(=O)O)c(C(=O)N(Cc2cccc(Br)c2)[C@H]2CCCc3ccccc32)cc1C(=O)O.OB(O)c1ccc(Cl)cc1,O=C(O)c1cc(C(=O)O)c(C(=O)N(Cc2cccc(-c3ccc(Cl)cc3)c2)[C@H]2CCCc3ccccc32)cc1C(=O)O,test
COc1ccc(OC)c(Sc2nc3c(N)ncnc3[nH]2)c1.FC(F)(F)c1cc(CCBr)cc(C(F)(F)F)c1,COc1ccc(OC)c(Sc2nc3c(N)ncnc3n2CCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,test
CS(=O)(=O)Cc1cccc(Nc2ncnc(-c3ccc(F)cc3F)n2)c1.Cc1ccc(CO)cc1,Cc1ccc(COc2cc(F)ccc2-c2ncnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,test
CN1CCNCCC1=O.N#Cc1cnc(Nc2cc(CCl)ccn2)s1,CN1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CCC1=O,test
Cc1cc(OCc2ccccc2)ccc1C(NC(=O)Cc1ccc2oc(C(c3c(C)noc3C)N3CC(NC(=O)OC(C)(C)C)C3)cc2c1)c1ccccc1,Cc1cc(O)ccc1C(NC(=O)Cc1ccc2oc(C(c3c(C)noc3C)N3CC(NC(=O)OC(C)(C)C)C3)cc2c1)c1ccccc1,test
COC(CBr)OC.Oc1ccc2ncccc2c1,COC(COc1ccc2ncccc2c1)OC,test
CCOC(=O)c1cn(Cc2ccccc2)nc1OCc1ccc(OCc2nc(-c3ccco3)oc2C)c(-c2ccccc2)c1,Cc1oc(-c2ccco2)nc1COc1ccc(COc2nn(Cc3ccccc3)cc2C(=O)O)cc1-c1ccccc1,test
CC(=O)N1CCc2ccc([N+](=O)[O-])cc2CC1,CC(=O)N1CCc2ccc(N)cc2CC1,test
CC(C)N=C=O.C[C@@H](Oc1c(N)ncc2c(C3=CCNCC3)coc12)c1c(Cl)ccc(F)c1Cl,CC(C)NC(=O)N1CC=C(c2coc3c(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)ncc23)CC1,test
C=C(OCC)[Sn](CCCC)(CCCC)CCCC.Cc1nc(Br)ccc1F,C=C(OCC)c1ccc(F)c(C)n1,test
COc1ccc2cc([C@@H](C)C(=O)O[C@@H](Cc3c(Cl)cncc3Cl)c3ccc(OC)c(OC)c3)ccc2c1,COc1ccc([C@@H](O)Cc2c(Cl)cncc2Cl)cc1OC,test
CC(C)(O)C(=O)Nc1cc2c(cc1F)CC(=O)N2.CCN(CC)CCN1CCCc2[nH]c(C=O)c(C)c2C1=O,CCN(CC)CCN1CCCc2[nH]c(/C=C3\C(=O)Nc4cc(NC(=O)C(C)(C)O)c(F)cc43)c(C)c2C1=O,test
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Oc1noc2c1CNCCC2,CC(C)(C)OC(=O)N1CCCc2onc(O)c2C1,test
CCOC(=O)CCCNc1c(C)cccc1C.COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1,CCOC(=O)CCCN(C(=O)CCCN(C(=O)c1ccc(Cl)cc1)c1ccc(OC)cc1)c1c(C)cccc1C,test
C=C[C@@H](C#CC#C[C@H](N)CCCCCCCCC)OC(C)=O.O=C(Cl)c1ccc(F)cc1,C=C[C@@H](C#CC#C[C@@H](CCCCCCCCC)NC(=O)c1ccc(F)cc1)OC(C)=O,test
COc1cc(-c2cnc(F)c(-c3cc(-c4cnn(C)c4)ncc3N)c2)cc(OC)c1CN1CCCCC1,COc1cc(-c2cnc3[nH]c4cnc(-c5cnn(C)c5)cc4c3c2)cc(OC)c1CN1CCCCC1,test
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C(O)=C12.CI,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C(OC)=C12,test
CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1ccccc1-2,O=C1c2ccccc2-n2cnc(CO)c2[C@@H]2CCCN12,test
CC(=O)Nc1nc2cc(-c3ccc4c(c3)CN(C(=O)OC(C)(C)C)CCO4)cnc2s1,CC(=O)Nc1nc2cc(-c3ccc4c(c3)CNCCO4)cnc2s1,test
CI.Cc1nc2cc(Cl)c(Cl)cc2[nH]1,Cc1nc2cc(Cl)c(Cl)cc2n1C,test
Nc1nnc(Br)c(-c2ccccc2)n1.OB(O)c1ccc(Cl)c(Cl)c1,Nc1nnc(-c2ccc(Cl)c(Cl)c2)c(-c2ccccc2)n1,test
